commodity,model,date,forecast_price
Tepung Terigu,ARIMA,2025-11-13,13000.0
Tepung Terigu,ARIMA,2025-11-14,13000.0
Tepung Terigu,ARIMA,2025-11-15,13000.0
Tepung Terigu,ARIMA,2025-11-16,13000.0
Tepung Terigu,ARIMA,2025-11-17,13000.0
Tepung Terigu,ARIMA,2025-11-18,13000.0
Tepung Terigu,ARIMA,2025-11-19,13000.0
Tepung Terigu,ARIMA,2025-11-20,13000.0
Tepung Terigu,ARIMA,2025-11-21,13000.0
Tepung Terigu,ARIMA,2025-11-22,13000.0
Tepung Terigu,ARIMA,2025-11-23,13000.0
Tepung Terigu,ARIMA,2025-11-24,13000.0
Tepung Terigu,ARIMA,2025-11-25,13000.0
Tepung Terigu,ARIMA,2025-11-26,13000.0
Tepung Terigu,ARIMA,2025-11-27,13000.0
Tepung Terigu,ARIMA,2025-11-28,13000.0
Tepung Terigu,ARIMA,2025-11-29,13000.0
Tepung Terigu,ARIMA,2025-11-30,13000.0
