variant_id,commodity,satuan_display,date,price,nama_hari
2,Cabai Merah Keriting,kg,6/5/2024,37667,Rabu
10,Cabai Rawit Merah,kg,6/5/2024,25000,Rabu
9,Cabai Merah Besar,kg,6/5/2024,39000,Rabu
13,Bawang Merah,kg,6/5/2024,44000,Rabu
38,Bawang Putih Honan,kg,6/5/2024,36333,Rabu
52,Beras Medium,kg,6/6/2024,13733,Kamis
51,Beras Premium,kg,6/6/2024,14567,Kamis
14,Gula Pasir Curah,kg,6/6/2024,16200,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,6/6/2024,24333,Kamis
16,Minyak Goreng Sawit Curah,lt,6/6/2024,16000,Kamis
18,Minyakita,lt,6/6/2024,15000,Kamis
19,Daging Sapi Paha Belakang,kg,6/6/2024,120000,Kamis
27,Daging Ayam Ras,kg,6/6/2024,34667,Kamis
25,Telur Ayam Ras,kg,6/6/2024,25750,Kamis
26,Tepung Terigu,kg,6/6/2024,12500,Kamis
48,Kedelai Impor,kg,6/6/2024,13000,Kamis
2,Cabai Merah Keriting,kg,6/6/2024,37667,Kamis
10,Cabai Rawit Merah,kg,6/6/2024,25000,Kamis
9,Cabai Merah Besar,kg,6/6/2024,39000,Kamis
13,Bawang Merah,kg,6/6/2024,44000,Kamis
38,Bawang Putih Honan,kg,6/6/2024,36333,Kamis
52,Beras Medium,kg,6/7/2024,13733,Jumat
51,Beras Premium,kg,6/7/2024,14567,Jumat
14,Gula Pasir Curah,kg,6/7/2024,16200,Jumat
17,Minyak Goreng Sawit Kemasan Premium,lt,6/7/2024,24333,Jumat
16,Minyak Goreng Sawit Curah,lt,6/7/2024,16000,Jumat
18,Minyakita,lt,6/7/2024,15000,Jumat
19,Daging Sapi Paha Belakang,kg,6/7/2024,120000,Jumat
27,Daging Ayam Ras,kg,6/7/2024,34667,Jumat
25,Telur Ayam Ras,kg,6/7/2024,25750,Jumat
26,Tepung Terigu,kg,6/7/2024,12500,Jumat
48,Kedelai Impor,kg,6/7/2024,13000,Jumat
2,Cabai Merah Keriting,kg,6/7/2024,37667,Jumat
10,Cabai Rawit Merah,kg,6/7/2024,28000,Jumat
9,Cabai Merah Besar,kg,6/7/2024,42000,Jumat
13,Bawang Merah,kg,6/7/2024,44000,Jumat
38,Bawang Putih Honan,kg,6/7/2024,36333,Jumat
52,Beras Medium,kg,6/10/2024,13733,Senin
51,Beras Premium,kg,6/10/2024,14567,Senin
14,Gula Pasir Curah,kg,6/10/2024,16200,Senin
17,Minyak Goreng Sawit Kemasan Premium,lt,6/10/2024,24333,Senin
16,Minyak Goreng Sawit Curah,lt,6/10/2024,16000,Senin
18,Minyakita,lt,6/10/2024,15000,Senin
19,Daging Sapi Paha Belakang,kg,6/10/2024,120000,Senin
27,Daging Ayam Ras,kg,6/10/2024,34667,Senin
25,Telur Ayam Ras,kg,6/10/2024,25750,Senin
26,Tepung Terigu,kg,6/10/2024,12500,Senin
48,Kedelai Impor,kg,6/10/2024,13000,Senin
2,Cabai Merah Keriting,kg,6/10/2024,37667,Senin
10,Cabai Rawit Merah,kg,6/10/2024,28000,Senin
9,Cabai Merah Besar,kg,6/10/2024,42000,Senin
13,Bawang Merah,kg,6/10/2024,44000,Senin
38,Bawang Putih Honan,kg,6/10/2024,36333,Senin
52,Beras Medium,kg,6/11/2024,13750,Selasa
51,Beras Premium,kg,6/11/2024,14567,Selasa
14,Gula Pasir Curah,kg,6/11/2024,16500,Selasa
17,Minyak Goreng Sawit Kemasan Premium,lt,6/11/2024,23000,Selasa
16,Minyak Goreng Sawit Curah,lt,6/11/2024,15833,Selasa
18,Minyakita,lt,6/11/2024,14833,Selasa
19,Daging Sapi Paha Belakang,kg,6/11/2024,120000,Selasa
27,Daging Ayam Ras,kg,6/11/2024,34333,Selasa
25,Telur Ayam Ras,kg,6/11/2024,25750,Selasa
26,Tepung Terigu,kg,6/11/2024,12500,Selasa
48,Kedelai Impor,kg,6/11/2024,12500,Selasa
2,Cabai Merah Keriting,kg,6/11/2024,36000,Selasa
10,Cabai Rawit Merah,kg,6/11/2024,29667,Selasa
9,Cabai Merah Besar,kg,6/11/2024,40667,Selasa
13,Bawang Merah,kg,6/11/2024,41333,Selasa
38,Bawang Putih Honan,kg,6/11/2024,35333,Selasa
52,Beras Medium,kg,6/12/2024,13750,Rabu
51,Beras Premium,kg,6/12/2024,14567,Rabu
14,Gula Pasir Curah,kg,6/12/2024,16500,Rabu
17,Minyak Goreng Sawit Kemasan Premium,lt,6/12/2024,23000,Rabu
16,Minyak Goreng Sawit Curah,lt,6/12/2024,15833,Rabu
18,Minyakita,lt,6/12/2024,14833,Rabu
19,Daging Sapi Paha Belakang,kg,6/12/2024,120000,Rabu
27,Daging Ayam Ras,kg,6/12/2024,34333,Rabu
25,Telur Ayam Ras,kg,6/12/2024,25750,Rabu
26,Tepung Terigu,kg,6/12/2024,12500,Rabu
48,Kedelai Impor,kg,6/12/2024,12500,Rabu
2,Cabai Merah Keriting,kg,6/12/2024,36000,Rabu
10,Cabai Rawit Merah,kg,6/12/2024,29667,Rabu
9,Cabai Merah Besar,kg,6/12/2024,40667,Rabu
13,Bawang Merah,kg,6/12/2024,41333,Rabu
38,Bawang Putih Honan,kg,6/12/2024,35333,Rabu
52,Beras Medium,kg,6/13/2024,13750,Kamis
51,Beras Premium,kg,6/13/2024,14567,Kamis
14,Gula Pasir Curah,kg,6/13/2024,16500,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,6/13/2024,23000,Kamis
16,Minyak Goreng Sawit Curah,lt,6/13/2024,15833,Kamis
18,Minyakita,lt,6/13/2024,14833,Kamis
19,Daging Sapi Paha Belakang,kg,6/13/2024,120000,Kamis
27,Daging Ayam Ras,kg,6/13/2024,34333,Kamis
25,Telur Ayam Ras,kg,6/13/2024,25500,Kamis
26,Tepung Terigu,kg,6/13/2024,12500,Kamis
48,Kedelai Impor,kg,6/13/2024,12500,Kamis
2,Cabai Merah Keriting,kg,6/13/2024,36000,Kamis
10,Cabai Rawit Merah,kg,6/13/2024,29667,Kamis
9,Cabai Merah Besar,kg,6/13/2024,40667,Kamis
13,Bawang Merah,kg,6/13/2024,41333,Kamis
38,Bawang Putih Honan,kg,6/13/2024,35333,Kamis
52,Beras Medium,kg,6/14/2024,13750,Jumat
51,Beras Premium,kg,6/14/2024,14567,Jumat
14,Gula Pasir Curah,kg,6/14/2024,16500,Jumat
17,Minyak Goreng Sawit Kemasan Premium,lt,6/14/2024,23000,Jumat
16,Minyak Goreng Sawit Curah,lt,6/14/2024,15833,Jumat
18,Minyakita,lt,6/14/2024,14833,Jumat
19,Daging Sapi Paha Belakang,kg,6/14/2024,120000,Jumat
27,Daging Ayam Ras,kg,6/14/2024,34333,Jumat
25,Telur Ayam Ras,kg,6/14/2024,25500,Jumat
26,Tepung Terigu,kg,6/14/2024,12500,Jumat
48,Kedelai Impor,kg,6/14/2024,12500,Jumat
2,Cabai Merah Keriting,kg,6/14/2024,36000,Jumat
10,Cabai Rawit Merah,kg,6/14/2024,29667,Jumat
9,Cabai Merah Besar,kg,6/14/2024,40667,Jumat
13,Bawang Merah,kg,6/14/2024,41333,Jumat
38,Bawang Putih Honan,kg,6/14/2024,35333,Jumat
52,Beras Medium,kg,6/19/2024,13617,Rabu
51,Beras Premium,kg,6/19/2024,14567,Rabu
14,Gula Pasir Curah,kg,6/19/2024,16500,Rabu
17,Minyak Goreng Sawit Kemasan Premium,lt,6/19/2024,23000,Rabu
16,Minyak Goreng Sawit Curah,lt,6/19/2024,15833,Rabu
18,Minyakita,lt,6/19/2024,14833,Rabu
19,Daging Sapi Paha Belakang,kg,6/19/2024,120000,Rabu
27,Daging Ayam Ras,kg,6/19/2024,34333,Rabu
25,Telur Ayam Ras,kg,6/19/2024,25500,Rabu
26,Tepung Terigu,kg,6/19/2024,12500,Rabu
48,Kedelai Impor,kg,6/19/2024,12500,Rabu
2,Cabai Merah Keriting,kg,6/19/2024,41000,Rabu
10,Cabai Rawit Merah,kg,6/19/2024,29000,Rabu
9,Cabai Merah Besar,kg,6/19/2024,51000,Rabu
13,Bawang Merah,kg,6/19/2024,41333,Rabu
38,Bawang Putih Honan,kg,6/19/2024,35333,Rabu
52,Beras Medium,kg,6/20/2024,13617,Kamis
51,Beras Premium,kg,6/20/2024,14567,Kamis
14,Gula Pasir Curah,kg,6/20/2024,16500,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,6/20/2024,23000,Kamis
16,Minyak Goreng Sawit Curah,lt,6/20/2024,15833,Kamis
18,Minyakita,lt,6/20/2024,14833,Kamis
19,Daging Sapi Paha Belakang,kg,6/20/2024,120000,Kamis
27,Daging Ayam Ras,kg,6/20/2024,34333,Kamis
25,Telur Ayam Ras,kg,6/20/2024,25500,Kamis
26,Tepung Terigu,kg,6/20/2024,12500,Kamis
48,Kedelai Impor,kg,6/20/2024,12500,Kamis
2,Cabai Merah Keriting,kg,6/20/2024,41000,Kamis
10,Cabai Rawit Merah,kg,6/20/2024,29000,Kamis
9,Cabai Merah Besar,kg,6/20/2024,51000,Kamis
13,Bawang Merah,kg,6/20/2024,41333,Kamis
38,Bawang Putih Honan,kg,6/20/2024,35333,Kamis
52,Beras Medium,kg,6/21/2024,13617,Jumat
51,Beras Premium,kg,6/21/2024,14567,Jumat
14,Gula Pasir Curah,kg,6/21/2024,16500,Jumat
17,Minyak Goreng Sawit Kemasan Premium,lt,6/21/2024,23000,Jumat
16,Minyak Goreng Sawit Curah,lt,6/21/2024,15833,Jumat
18,Minyakita,lt,6/21/2024,14833,Jumat
19,Daging Sapi Paha Belakang,kg,6/21/2024,120000,Jumat
27,Daging Ayam Ras,kg,6/21/2024,34333,Jumat
25,Telur Ayam Ras,kg,6/21/2024,25750,Jumat
26,Tepung Terigu,kg,6/21/2024,12500,Jumat
48,Kedelai Impor,kg,6/21/2024,12500,Jumat
2,Cabai Merah Keriting,kg,6/21/2024,42333,Jumat
10,Cabai Rawit Merah,kg,6/21/2024,23000,Jumat
9,Cabai Merah Besar,kg,6/21/2024,49333,Jumat
13,Bawang Merah,kg,6/21/2024,36000,Jumat
38,Bawang Putih Honan,kg,6/21/2024,35333,Jumat
52,Beras Medium,kg,6/24/2024,13617,Senin
51,Beras Premium,kg,6/24/2024,14567,Senin
14,Gula Pasir Curah,kg,6/24/2024,16500,Senin
17,Minyak Goreng Sawit Kemasan Premium,lt,6/24/2024,23000,Senin
16,Minyak Goreng Sawit Curah,lt,6/24/2024,15833,Senin
18,Minyakita,lt,6/24/2024,14833,Senin
19,Daging Sapi Paha Belakang,kg,6/24/2024,120000,Senin
27,Daging Ayam Ras,kg,6/24/2024,33667,Senin
25,Telur Ayam Ras,kg,6/24/2024,25750,Senin
26,Tepung Terigu,kg,6/24/2024,12500,Senin
48,Kedelai Impor,kg,6/24/2024,12500,Senin
2,Cabai Merah Keriting,kg,6/24/2024,38000,Senin
10,Cabai Rawit Merah,kg,6/24/2024,22000,Senin
9,Cabai Merah Besar,kg,6/24/2024,47000,Senin
13,Bawang Merah,kg,6/24/2024,36000,Senin
38,Bawang Putih Honan,kg,6/24/2024,35333,Senin
52,Beras Medium,kg,6/25/2024,13617,Selasa
51,Beras Premium,kg,6/25/2024,14567,Selasa
14,Gula Pasir Curah,kg,6/25/2024,16500,Selasa
17,Minyak Goreng Sawit Kemasan Premium,lt,6/25/2024,23000,Selasa
16,Minyak Goreng Sawit Curah,lt,6/25/2024,15833,Selasa
18,Minyakita,lt,6/25/2024,14833,Selasa
19,Daging Sapi Paha Belakang,kg,6/25/2024,120000,Selasa
27,Daging Ayam Ras,kg,6/25/2024,33667,Selasa
25,Telur Ayam Ras,kg,6/25/2024,25750,Selasa
26,Tepung Terigu,kg,6/25/2024,12500,Selasa
48,Kedelai Impor,kg,6/25/2024,12500,Selasa
2,Cabai Merah Keriting,kg,6/25/2024,38000,Selasa
10,Cabai Rawit Merah,kg,6/25/2024,22000,Selasa
9,Cabai Merah Besar,kg,6/25/2024,47000,Selasa
13,Bawang Merah,kg,6/25/2024,36000,Selasa
38,Bawang Putih Honan,kg,6/25/2024,35333,Selasa
52,Beras Medium,kg,6/26/2024,13617,Rabu
51,Beras Premium,kg,6/26/2024,14567,Rabu
14,Gula Pasir Curah,kg,6/26/2024,16500,Rabu
17,Minyak Goreng Sawit Kemasan Premium,lt,6/26/2024,23000,Rabu
16,Minyak Goreng Sawit Curah,lt,6/26/2024,15833,Rabu
18,Minyakita,lt,6/26/2024,14833,Rabu
19,Daging Sapi Paha Belakang,kg,6/26/2024,120000,Rabu
27,Daging Ayam Ras,kg,6/26/2024,33667,Rabu
25,Telur Ayam Ras,kg,6/26/2024,25750,Rabu
26,Tepung Terigu,kg,6/26/2024,12500,Rabu
48,Kedelai Impor,kg,6/26/2024,12500,Rabu
2,Cabai Merah Keriting,kg,6/26/2024,38000,Rabu
10,Cabai Rawit Merah,kg,6/26/2024,22000,Rabu
9,Cabai Merah Besar,kg,6/26/2024,47000,Rabu
13,Bawang Merah,kg,6/26/2024,36000,Rabu
38,Bawang Putih Honan,kg,6/26/2024,35333,Rabu
52,Beras Medium,kg,6/27/2024,13617,Kamis
51,Beras Premium,kg,6/27/2024,14567,Kamis
14,Gula Pasir Curah,kg,6/27/2024,16500,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,6/27/2024,23000,Kamis
16,Minyak Goreng Sawit Curah,lt,6/27/2024,15833,Kamis
18,Minyakita,lt,6/27/2024,14833,Kamis
19,Daging Sapi Paha Belakang,kg,6/27/2024,120000,Kamis
27,Daging Ayam Ras,kg,6/27/2024,33667,Kamis
25,Telur Ayam Ras,kg,6/27/2024,25750,Kamis
26,Tepung Terigu,kg,6/27/2024,12500,Kamis
48,Kedelai Impor,kg,6/27/2024,12500,Kamis
2,Cabai Merah Keriting,kg,6/27/2024,38000,Kamis
10,Cabai Rawit Merah,kg,6/27/2024,22000,Kamis
9,Cabai Merah Besar,kg,6/27/2024,47000,Kamis
13,Bawang Merah,kg,6/27/2024,36000,Kamis
38,Bawang Putih Honan,kg,6/27/2024,35333,Kamis
52,Beras Medium,kg,6/28/2024,13617,Jumat
51,Beras Premium,kg,6/28/2024,14567,Jumat
14,Gula Pasir Curah,kg,6/28/2024,16500,Jumat
17,Minyak Goreng Sawit Kemasan Premium,lt,6/28/2024,23000,Jumat
16,Minyak Goreng Sawit Curah,lt,6/28/2024,15833,Jumat
18,Minyakita,lt,6/28/2024,14833,Jumat
19,Daging Sapi Paha Belakang,kg,6/28/2024,120000,Jumat
27,Daging Ayam Ras,kg,6/28/2024,33667,Jumat
25,Telur Ayam Ras,kg,6/28/2024,25750,Jumat
26,Tepung Terigu,kg,6/28/2024,12500,Jumat
48,Kedelai Impor,kg,6/28/2024,12500,Jumat
2,Cabai Merah Keriting,kg,6/28/2024,38000,Jumat
10,Cabai Rawit Merah,kg,6/28/2024,22000,Jumat
9,Cabai Merah Besar,kg,6/28/2024,47000,Jumat
13,Bawang Merah,kg,6/28/2024,36000,Jumat
38,Bawang Putih Honan,kg,6/28/2024,35333,Jumat
52,Beras Medium,kg,7/1/2024,13617,Senin
51,Beras Premium,kg,7/1/2024,14567,Senin
14,Gula Pasir Curah,kg,7/1/2024,16500,Senin
17,Minyak Goreng Sawit Kemasan Premium,lt,7/1/2024,23000,Senin
16,Minyak Goreng Sawit Curah,lt,7/1/2024,15833,Senin
18,Minyakita,lt,7/1/2024,14833,Senin
19,Daging Sapi Paha Belakang,kg,7/1/2024,120000,Senin
27,Daging Ayam Ras,kg,7/1/2024,33667,Senin
25,Telur Ayam Ras,kg,7/1/2024,25750,Senin
26,Tepung Terigu,kg,7/1/2024,12500,Senin
48,Kedelai Impor,kg,7/1/2024,12500,Senin
2,Cabai Merah Keriting,kg,7/1/2024,30233,Senin
10,Cabai Rawit Merah,kg,7/1/2024,22000,Senin
9,Cabai Merah Besar,kg,7/1/2024,47000,Senin
13,Bawang Merah,kg,7/1/2024,36000,Senin
38,Bawang Putih Honan,kg,7/1/2024,35333,Senin
52,Beras Medium,kg,7/2/2024,13617,Selasa
51,Beras Premium,kg,7/2/2024,14383,Selasa
14,Gula Pasir Curah,kg,7/2/2024,16500,Selasa
17,Minyak Goreng Sawit Kemasan Premium,lt,7/2/2024,24000,Selasa
16,Minyak Goreng Sawit Curah,lt,7/2/2024,15833,Selasa
18,Minyakita,lt,7/2/2024,15167,Selasa
19,Daging Sapi Paha Belakang,kg,7/2/2024,120000,Selasa
27,Daging Ayam Ras,kg,7/2/2024,33667,Selasa
25,Telur Ayam Ras,kg,7/2/2024,25750,Selasa
26,Tepung Terigu,kg,7/2/2024,12500,Selasa
48,Kedelai Impor,kg,7/2/2024,12500,Selasa
2,Cabai Merah Keriting,kg,7/2/2024,29000,Selasa
10,Cabai Rawit Merah,kg,7/2/2024,27000,Selasa
9,Cabai Merah Besar,kg,7/2/2024,39000,Selasa
13,Bawang Merah,kg,7/2/2024,36000,Selasa
38,Bawang Putih Honan,kg,7/2/2024,35333,Selasa
52,Beras Medium,kg,7/3/2024,13717,Rabu
51,Beras Premium,kg,7/3/2024,14550,Rabu
14,Gula Pasir Curah,kg,7/3/2024,16667,Rabu
17,Minyak Goreng Sawit Kemasan Premium,lt,7/3/2024,24333,Rabu
16,Minyak Goreng Sawit Curah,lt,7/3/2024,15967,Rabu
18,Minyakita,lt,7/3/2024,15667,Rabu
19,Daging Sapi Paha Belakang,kg,7/3/2024,120000,Rabu
27,Daging Ayam Ras,kg,7/3/2024,33667,Rabu
25,Telur Ayam Ras,kg,7/3/2024,26000,Rabu
26,Tepung Terigu,kg,7/3/2024,12500,Rabu
48,Kedelai Impor,kg,7/3/2024,12500,Rabu
2,Cabai Merah Keriting,kg,7/3/2024,27667,Rabu
10,Cabai Rawit Merah,kg,7/3/2024,30000,Rabu
9,Cabai Merah Besar,kg,7/3/2024,34000,Rabu
13,Bawang Merah,kg,7/3/2024,35000,Rabu
38,Bawang Putih Honan,kg,7/3/2024,34333,Rabu
52,Beras Medium,kg,7/4/2024,13717,Kamis
51,Beras Premium,kg,7/4/2024,14550,Kamis
14,Gula Pasir Curah,kg,7/4/2024,16667,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,7/4/2024,24333,Kamis
16,Minyak Goreng Sawit Curah,lt,7/4/2024,15967,Kamis
18,Minyakita,lt,7/4/2024,15667,Kamis
19,Daging Sapi Paha Belakang,kg,7/4/2024,120000,Kamis
27,Daging Ayam Ras,kg,7/4/2024,33667,Kamis
25,Telur Ayam Ras,kg,7/4/2024,26250,Kamis
26,Tepung Terigu,kg,7/4/2024,12500,Kamis
48,Kedelai Impor,kg,7/4/2024,12500,Kamis
2,Cabai Merah Keriting,kg,7/4/2024,27667,Kamis
10,Cabai Rawit Merah,kg,7/4/2024,32000,Kamis
9,Cabai Merah Besar,kg,7/4/2024,32000,Kamis
13,Bawang Merah,kg,7/4/2024,31667,Kamis
38,Bawang Putih Honan,kg,7/4/2024,32333,Kamis
52,Beras Medium,kg,7/5/2024,13717,Jumat
51,Beras Premium,kg,7/5/2024,14550,Jumat
14,Gula Pasir Curah,kg,7/5/2024,16667,Jumat
17,Minyak Goreng Sawit Kemasan Premium,lt,7/5/2024,24333,Jumat
16,Minyak Goreng Sawit Curah,lt,7/5/2024,15967,Jumat
18,Minyakita,lt,7/5/2024,15667,Jumat
19,Daging Sapi Paha Belakang,kg,7/5/2024,120000,Jumat
27,Daging Ayam Ras,kg,7/5/2024,33667,Jumat
25,Telur Ayam Ras,kg,7/5/2024,26250,Jumat
26,Tepung Terigu,kg,7/5/2024,12500,Jumat
48,Kedelai Impor,kg,7/5/2024,12500,Jumat
2,Cabai Merah Keriting,kg,7/5/2024,27667,Jumat
10,Cabai Rawit Merah,kg,7/5/2024,32000,Jumat
9,Cabai Merah Besar,kg,7/5/2024,32000,Jumat
13,Bawang Merah,kg,7/5/2024,31667,Jumat
38,Bawang Putih Honan,kg,7/5/2024,32333,Jumat
52,Beras Medium,kg,7/8/2024,13717,Senin
51,Beras Premium,kg,7/8/2024,14550,Senin
14,Gula Pasir Curah,kg,7/8/2024,16667,Senin
17,Minyak Goreng Sawit Kemasan Premium,lt,7/8/2024,24333,Senin
16,Minyak Goreng Sawit Curah,lt,7/8/2024,15967,Senin
18,Minyakita,lt,7/8/2024,15667,Senin
19,Daging Sapi Paha Belakang,kg,7/8/2024,120000,Senin
27,Daging Ayam Ras,kg,7/8/2024,33667,Senin
25,Telur Ayam Ras,kg,7/8/2024,26250,Senin
26,Tepung Terigu,kg,7/8/2024,12500,Senin
48,Kedelai Impor,kg,7/8/2024,12500,Senin
2,Cabai Merah Keriting,kg,7/8/2024,27667,Senin
10,Cabai Rawit Merah,kg,7/8/2024,32000,Senin
9,Cabai Merah Besar,kg,7/8/2024,32000,Senin
13,Bawang Merah,kg,7/8/2024,31667,Senin
38,Bawang Putih Honan,kg,7/8/2024,32333,Senin
52,Beras Medium,kg,7/9/2024,13717,Selasa
51,Beras Premium,kg,7/9/2024,14550,Selasa
14,Gula Pasir Curah,kg,7/9/2024,16667,Selasa
17,Minyak Goreng Sawit Kemasan Premium,lt,7/9/2024,24333,Selasa
16,Minyak Goreng Sawit Curah,lt,7/9/2024,15967,Selasa
18,Minyakita,lt,7/9/2024,15667,Selasa
19,Daging Sapi Paha Belakang,kg,7/9/2024,120000,Selasa
27,Daging Ayam Ras,kg,7/9/2024,33667,Selasa
25,Telur Ayam Ras,kg,7/9/2024,26250,Selasa
26,Tepung Terigu,kg,7/9/2024,12500,Selasa
48,Kedelai Impor,kg,7/9/2024,12500,Selasa
2,Cabai Merah Keriting,kg,7/9/2024,27667,Selasa
10,Cabai Rawit Merah,kg,7/9/2024,32000,Selasa
9,Cabai Merah Besar,kg,7/9/2024,32000,Selasa
13,Bawang Merah,kg,7/9/2024,31667,Selasa
38,Bawang Putih Honan,kg,7/9/2024,32333,Selasa
52,Beras Medium,kg,7/10/2024,13717,Rabu
51,Beras Premium,kg,7/10/2024,14550,Rabu
14,Gula Pasir Curah,kg,7/10/2024,16667,Rabu
17,Minyak Goreng Sawit Kemasan Premium,lt,7/10/2024,24333,Rabu
16,Minyak Goreng Sawit Curah,lt,7/10/2024,15967,Rabu
18,Minyakita,lt,7/10/2024,15667,Rabu
19,Daging Sapi Paha Belakang,kg,7/10/2024,120000,Rabu
27,Daging Ayam Ras,kg,7/10/2024,33667,Rabu
25,Telur Ayam Ras,kg,7/10/2024,26250,Rabu
26,Tepung Terigu,kg,7/10/2024,12500,Rabu
48,Kedelai Impor,kg,7/10/2024,12500,Rabu
2,Cabai Merah Keriting,kg,7/10/2024,27667,Rabu
10,Cabai Rawit Merah,kg,7/10/2024,32000,Rabu
9,Cabai Merah Besar,kg,7/10/2024,32000,Rabu
13,Bawang Merah,kg,7/10/2024,31667,Rabu
38,Bawang Putih Honan,kg,7/10/2024,32333,Rabu
52,Beras Medium,kg,7/11/2024,13717,Kamis
51,Beras Premium,kg,7/11/2024,14550,Kamis
14,Gula Pasir Curah,kg,7/11/2024,16667,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,7/11/2024,24333,Kamis
16,Minyak Goreng Sawit Curah,lt,7/11/2024,15967,Kamis
18,Minyakita,lt,7/11/2024,15667,Kamis
19,Daging Sapi Paha Belakang,kg,7/11/2024,120000,Kamis
27,Daging Ayam Ras,kg,7/11/2024,33667,Kamis
25,Telur Ayam Ras,kg,7/11/2024,26250,Kamis
26,Tepung Terigu,kg,7/11/2024,12500,Kamis
48,Kedelai Impor,kg,7/11/2024,12500,Kamis
2,Cabai Merah Keriting,kg,7/11/2024,27667,Kamis
10,Cabai Rawit Merah,kg,7/11/2024,38000,Kamis
9,Cabai Merah Besar,kg,7/11/2024,32000,Kamis
13,Bawang Merah,kg,7/11/2024,28667,Kamis
38,Bawang Putih Honan,kg,7/11/2024,32333,Kamis
52,Beras Medium,kg,7/12/2024,13717,Jumat
51,Beras Premium,kg,7/12/2024,14550,Jumat
14,Gula Pasir Curah,kg,7/12/2024,16667,Jumat
17,Minyak Goreng Sawit Kemasan Premium,lt,7/12/2024,24333,Jumat
16,Minyak Goreng Sawit Curah,lt,7/12/2024,15967,Jumat
18,Minyakita,lt,7/12/2024,15667,Jumat
19,Daging Sapi Paha Belakang,kg,7/12/2024,120000,Jumat
27,Daging Ayam Ras,kg,7/12/2024,33667,Jumat
25,Telur Ayam Ras,kg,7/12/2024,26250,Jumat
26,Tepung Terigu,kg,7/12/2024,12500,Jumat
48,Kedelai Impor,kg,7/12/2024,12500,Jumat
2,Cabai Merah Keriting,kg,7/12/2024,27667,Jumat
10,Cabai Rawit Merah,kg,7/12/2024,38000,Jumat
9,Cabai Merah Besar,kg,7/12/2024,32000,Jumat
13,Bawang Merah,kg,7/12/2024,28667,Jumat
38,Bawang Putih Honan,kg,7/12/2024,32333,Jumat
52,Beras Medium,kg,7/15/2024,13717,Senin
51,Beras Premium,kg,7/15/2024,14550,Senin
14,Gula Pasir Curah,kg,7/15/2024,16667,Senin
17,Minyak Goreng Sawit Kemasan Premium,lt,7/15/2024,24333,Senin
16,Minyak Goreng Sawit Curah,lt,7/15/2024,15967,Senin
18,Minyakita,lt,7/15/2024,15667,Senin
19,Daging Sapi Paha Belakang,kg,7/15/2024,120000,Senin
27,Daging Ayam Ras,kg,7/15/2024,33667,Senin
25,Telur Ayam Ras,kg,7/15/2024,25250,Senin
26,Tepung Terigu,kg,7/15/2024,12500,Senin
48,Kedelai Impor,kg,7/15/2024,12500,Senin
2,Cabai Merah Keriting,kg,7/15/2024,28000,Senin
10,Cabai Rawit Merah,kg,7/15/2024,46000,Senin
9,Cabai Merah Besar,kg,7/15/2024,31000,Senin
13,Bawang Merah,kg,7/15/2024,22000,Senin
38,Bawang Putih Honan,kg,7/15/2024,31667,Senin
52,Beras Medium,kg,7/17/2024,13717,Rabu
51,Beras Premium,kg,7/17/2024,14550,Rabu
14,Gula Pasir Curah,kg,7/17/2024,16667,Rabu
17,Minyak Goreng Sawit Kemasan Premium,lt,7/17/2024,24333,Rabu
16,Minyak Goreng Sawit Curah,lt,7/17/2024,15967,Rabu
18,Minyakita,lt,7/17/2024,15667,Rabu
19,Daging Sapi Paha Belakang,kg,7/17/2024,120000,Rabu
27,Daging Ayam Ras,kg,7/17/2024,33667,Rabu
25,Telur Ayam Ras,kg,7/17/2024,25250,Rabu
26,Tepung Terigu,kg,7/17/2024,12500,Rabu
48,Kedelai Impor,kg,7/17/2024,12500,Rabu
2,Cabai Merah Keriting,kg,7/17/2024,31000,Rabu
10,Cabai Rawit Merah,kg,7/17/2024,53000,Rabu
9,Cabai Merah Besar,kg,7/17/2024,31000,Rabu
13,Bawang Merah,kg,7/17/2024,22000,Rabu
38,Bawang Putih Honan,kg,7/17/2024,31667,Rabu
52,Beras Medium,kg,7/18/2024,13717,Kamis
51,Beras Premium,kg,7/18/2024,14550,Kamis
14,Gula Pasir Curah,kg,7/18/2024,16667,Kamis
17,Minyak Goreng Sawit Kemasan Premium,lt,7/18/2024,24333,Kamis
16,Minyak Goreng Sawit Curah,lt,7/18/2024,15967,Kamis
18,Minyakita,lt,7/18/2024,15667,Kamis
19,Daging Sapi Paha Belakang,kg,7/18/2024,120000,Kamis
27,Daging Ayam Ras,kg,7/18/2024,33667,Kamis
25,Telur Ayam Ras,kg,7/18/2024,25250,Kamis
26,Tepung Terigu,kg,7/18/2024,12500,Kamis
48,Kedelai Impor,kg,7/18/2024,12500,Kamis
2,Cabai Merah Keriting,kg,7/18/2024,31000,Kamis
10,Cabai Rawit Merah,kg,7/18/2024,63000,Kamis
9,Cabai Merah Besar,kg,7/18/2024,27667,Kamis
13,Bawang Merah,kg,7/18/2024,22000,Kamis
